1,20 Most Innovative States in the US,https://finance.yahoo.com/news/20-most-innovative-states-us-223456444.html,Insider Monkey,https://s.yimg.com/uu/api/res/1.2/D41mbjqkn2P.eUulpJJfeg--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/insidermonkey.com/023d012046213a803f648c16cf294f03,AAPL,"PFE, AAPL, TSLA"
2,ChatGPT: Everything you need to know about the AI-powered chatbot,https://finance.yahoo.com/m/aa382e73-42e4-3552-ab3e-b38e8088ad2b/chatgpt%3A-everything-you-need.html,TechCrunch,,AAPL,"MSFT, AAPL"
3,"Odd Mix of Action on Tuesday as Nvidia, Apple, Moderna Drag on Nasdaq",https://finance.yahoo.com/m/7863670f-32b7-3cad-8fe2-70349994a646/odd-mix-of-action-on-tuesday.html,TheStreet.com,https://s.yimg.com/uu/api/res/1.2/ngQTGXlSGiKG5XukjqgVQg--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/thestreet.com/64418498a9980163c189ed3444ca6964,AAPL,AAPL
4,Apple to offer USB-C equipped Apple Pencil with new pricing,https://finance.yahoo.com/news/apple-offer-usb-c-equipped-200949745.html,Fox Business,https://s.yimg.com/uu/api/res/1.2/zEI9w5LhLWhDOZEdf20c3w--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/fox_business_text_367/75768535bd4e18ae5ced05ed85cec1b8,AAPL,AAPL
5,AI raised Big Tech market caps by $2.4 trillion since last year: Report,https://finance.yahoo.com/video/ai-raised-big-tech-market-160305991.html,Yahoo Finance Video,https://s.yimg.com/uu/api/res/1.2/s2WWm4CcgKGbCEpHdRkgUw--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://s.yimg.com/os/creatr-uploaded-images/2023-10/9911dc60-6d06-11ee-9fe9-968b34b334e5,AAPL,"AAPL, AMZN, GOOG, GOOGL, MSFT, NVDA"
6,Could Huawei device sales overtake Apple's iPhone 15 in China?,https://finance.yahoo.com/video/could-huawei-device-sales-overtake-154052068.html,Yahoo Finance Video,https://s.yimg.com/uu/api/res/1.2/qJ1Y2WP4.iKFd8O26k3qBw--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://s.yimg.com/os/creatr-uploaded-images/2023-10/79ffd120-6d00-11ee-a0d7-76fa15465ecd,AAPL,AAPL
7,10 Most Profitable Companies in the World,https://finance.yahoo.com/m/3f5e156d-5db7-352d-946a-89213ed0ca0c/10-most-profitable-companies.html,Investopedia,https://s.yimg.com/uu/api/res/1.2/cTmHGGmRZdzqzQcLVrDDEA--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/investopedia.com/22b3282c9804dd7a2254dbcb57be796b,AAPL,"GOOGL, MSFT, ACGBF, AAPL, XOM"
8,2 Unstoppable Warren Buffett Stocks That Can Turn Sitting Cash into Growing Wealth,https://finance.yahoo.com/m/1ed17df5-5e10-3cb1-8076-46e9c486f20f/2-unstoppable-warren-buffett.html,Motley Fool,https://s.yimg.com/uu/api/res/1.2/IHZ3tU3.OwV74rO1K.9qEQ--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/motleyfool.com/095ea2f364c76cd3746c015ac3d43a42,AAPL,"AAPL, AMZN"
9,Meta Platforms (META) Gains As Market Dips: What You Should Know,https://finance.yahoo.com/news/meta-platforms-meta-gains-market-214521156.html,Zacks,https://s.yimg.com/uu/api/res/1.2/n4.AbgyuCxTPgpWcYEizKw--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/zacks.com/8442d24e11d454aa89061259a9714d43,META,META
10,"Meta, US government spar in court over toughened privacy order",https://finance.yahoo.com/news/meta-us-government-spar-court-170347476.html,Reuters,https://s.yimg.com/uu/api/res/1.2/8YYQY1pRu7wp3L6t08PWQA--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/reuters-finance.com/e9e50e1b42fe13593add798cfae76f33,META,META
11,Dow Jones Drops After Strong Retail Sales; Tesla Stock Slides On Recall; Nvidia Dives On AI Chip Ban,https://finance.yahoo.com/m/f16458d8-6155-304e-9d78-55ae3465715f/dow-jones-drops-after-strong.html,Investor's Business Daily,https://s.yimg.com/uu/api/res/1.2/1T1bZIustlZy3R5TX9lYzg--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/ibd.com/c17b5b65818a93054b26ab66c9c27269,META,"TSLA, ^DJI, NVDA, COMP, META"
12,"Dow Jones Rallies 300 Points As Market Rally Snaps Back; Netflix, Nvidia, Tesla In Focus",https://finance.yahoo.com/m/76113ca2-1841-3e2e-913e-8117dffae49c/dow-jones-rallies-300-points.html,Investor's Business Daily,https://s.yimg.com/uu/api/res/1.2/IVbsawCKXte9EBfO391xMQ--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/ibd.com/f84dddde254e978a0083114ec56c1e2b,META,"^DJI, ^GSPC, TSLA, NVDA, META, COMP, NFLX"
13,Betting on the Future of Tech: A Deep Dive Into 2 Promising AI Stocks for 2023,https://finance.yahoo.com/m/7eaa043f-e922-3f9b-8fc2-b931a2eb3542/betting-on-the-future-of.html,Motley Fool,https://s.yimg.com/uu/api/res/1.2/T.qJq6gcgTkFFcrP0DoMbg--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/motleyfool.com/ebbc1e0176bf48ffe8a6d8243fd0d944,META,"META, SYM"
14,Better Buy: Meta Platforms vs. Alphabet,https://finance.yahoo.com/m/cc80bdeb-1fa0-3f13-b591-e85bbaf90d93/better-buy%3A-meta-platforms.html,Motley Fool,https://s.yimg.com/uu/api/res/1.2/3jzBKs98HHp4qmbccgAIPw--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/motleyfool.com/bd1a84f2eb7b6f82812c54ffc059ce40,META,"META, GOOGL"
15,You Don't Have to Pick a Winner in Digital Advertising. Here's Why,https://finance.yahoo.com/m/47ca4894-bd13-3783-b48e-c15475487296/you-don%27t-have-to-pick-a.html,Motley Fool,https://s.yimg.com/uu/api/res/1.2/NnPHv93h3XcottWc6MgTcw--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/motleyfool.com/d62285d2da4017f0e56915fd0181b401,META,"META, GOOGL, AMZN, AAPL"
16,2 Sizzling Nasdaq Hot Stocks to Buy Right Now,https://finance.yahoo.com/m/50a33040-e6a4-3e32-8023-76ace8523fcd/2-sizzling-nasdaq-hot-stocks.html,Motley Fool,https://s.yimg.com/uu/api/res/1.2/utHBW50RpZLKC9_rN2NMXg--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/motleyfool.com/c4926848ed9e7fda4ac6ac0488b8dcf5,META,"META, CRWD"
17,"Amazon says it has 10,000 Rivian electric vans in its delivery fleet",https://finance.yahoo.com/news/amazon-says-10-000-rivian-001759961.html,Reuters,https://s.yimg.com/uu/api/res/1.2/b6JeuYChZ1misd3DTGPp.A--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/reuters-finance.com/3bff16bbae066b8928a65cd05bd5a86e,AMZN,"RIVN, AMZN"
18,Amazon (AMZN) Falls More Steeply Than Broader Market: What Investors Need to Know,https://finance.yahoo.com/news/amazon-amzn-falls-more-steeply-214519333.html,Zacks,https://s.yimg.com/uu/api/res/1.2/b9rAc1dD4ZmWarIFuNIcGw--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/zacks.com/7ea641b46fe75c0a913349e5e610d6a2,AMZN,AMZN
19,UBS Trims Amazon Targets On Near-Term Headwinds For Cloud Business,https://finance.yahoo.com/m/d4abb811-937d-3e34-9619-82f14ef31767/ubs-trims-amazon-targets-on.html,Investor's Business Daily,https://s.yimg.com/uu/api/res/1.2/W2KKQX1VHAGESD1u8pVnjw--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/ibd.com/b53e5e0ae444e08e5582b794ef58b2a4,AMZN,AMZN
20,"Halloween candy: When it comes out, where to find the good stuff, and which candy trick-or-treaters prefer",https://finance.yahoo.com/m/e19437b9-47a9-352f-8d03-32033237b87d/halloween-candy%3A-when-it.html,TheStreet.com,https://s.yimg.com/uu/api/res/1.2/YJVYUr5uH8qz6iF1Gn33sw--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/thestreet.com/2ddae83f4c714310a4423348fe1a0753,AMZN,AMZN
21,Why Amazon.com Stock Slipped This Morning,https://finance.yahoo.com/m/c8a8befb-070f-3989-ad41-373ac3c2166f/why-amazon.com-stock-slipped.html,Motley Fool,https://s.yimg.com/uu/api/res/1.2/IF57b.8OvvPrtFP3NTHoww--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/motleyfool.com/8a4b595e678bf0d57143906cb8274b06,AMZN,"AMZN, TFC"
22,Magnificent 7 Earnings Charts Ranked,https://finance.yahoo.com/news/magnificent-7-earnings-charts-ranked-161100157.html,Zacks,,AMZN,"TSLA, MSFT, AMZN"
23,Test Subject,https://finance.yahoo.com/news/test-subject-194326747.html,GuruFocus.com,,GOOGL,"GOOG, GOOGL"
24,These Are The Best Robinhood Stocks To Buy Or Watch Now,https://finance.yahoo.com/m/013f3a26-06d7-3bb6-8811-ddbc901f9eec/these-are-the-best-robinhood.html,Investor's Business Daily,https://s.yimg.com/uu/api/res/1.2/bt8CEXEtSm8_1YwYOU2_kQ--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/ibd.com/559e977a0eb020a047bf3a3c78adf328,GOOGL,"UBER, NKE, GOOGL, ^GSPC"
25,"South Africa to probe Meta, Google competition with news publishers",https://finance.yahoo.com/news/south-africa-probe-meta-google-161127563.html,Reuters,https://s.yimg.com/uu/api/res/1.2/DhGJ26JrPpbaIhUrE69HVw--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/reuters-finance.com/cc744f29ca6d24d488c63149e4e929a4,GOOGL,GOOGL
26,Jim Cramer’s 10 Best AI Stocks,https://finance.yahoo.com/news/jim-cramer-10-best-ai-155132343.html,Insider Monkey,https://s.yimg.com/uu/api/res/1.2/Sm2PTnDPXqM_BcLJt7Jimw--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/insidermonkey.com/dc5a2bcb6b4c16a43cb5b4ba98feb139,GOOGL,"AMD, ORCL, MSFT, AVGO, NVDA, CRM, ADBE, GOOGL"
27,"FTX Latest: SBF Calendar Showed Meetings With Clinton, Hochul",https://finance.yahoo.com/news/ftx-latest-singh-says-alameda-162435894.html,Bloomberg,https://s.yimg.com/uu/api/res/1.2/76Ua8DqEDqJOCr8KmOXIUQ--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/bloomberg_markets_842/8046b88905816091de9d6999dedfbf09,GOOGL,"T, T-PA, GOOG, GOOGL, HLT"
28,11 Best Quantum Computing Stocks To Buy Now,https://finance.yahoo.com/news/11-best-quantum-computing-stocks-141153960.html,Insider Monkey,https://s.yimg.com/uu/api/res/1.2/i7rFLsaRAESD2lsHhaYoBg--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/insidermonkey.com/35403959a3ce2e984bd92b077b270fef,GOOGL,"IBM, GOOGL, BAH, RGTI, MSFT, NVDA"
29,"Dow Jones Futures: Market Rally Rangebound, Five Stocks Near Buy Points; Tesla Earnings Due",https://finance.yahoo.com/m/7f632c25-d177-3741-9bba-0342620b54b9/dow-jones-futures%3A-market.html,Investor's Business Daily,https://s.yimg.com/uu/api/res/1.2/yEFeyjjMRDEzg_8Ea3EvGw--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/ibd.com/67ffed2516158794e2d85266d5e3a588,NVDA,"TSLA, ^GSPC, COMP, ^DJI, FICO, DKNG, SMCI, NVDA"
30,UPDATE 1-Nvidia details advanced AI chips blocked by new export controls,https://finance.yahoo.com/news/1-nvidia-details-advanced-ai-234935080.html,Reuters,https://s.yimg.com/uu/api/res/1.2/rhQLZJYj1sLS7.2IfsQT.g--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://s.yimg.com/os/creatr-uploaded-images/2023-10/6b95b3c0-6d23-11ee-b2d9-54cc8011e798,NVDA,"NVDA, INTC, AMD"
31,Nvidia details advanced AI chips blocked by new export controls,https://finance.yahoo.com/news/nvidia-may-forced-shift-countries-221246629.html,Reuters,https://s.yimg.com/uu/api/res/1.2/20o.tyQY2Hptwt7S2LQCRw--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/reuters-finance.com/5d07964617e9095a8d674af363935944,NVDA,NVDA
32,Nvidia may be forced to shift out of some countries after new US export curbs,https://finance.yahoo.com/news/nvidia-may-forced-shift-countries-221103406.html,Reuters,,NVDA,NVDA
33,"U.S. Tightens Curbs on AI Chip Exports to China, Widening Rift With Nvidia and Intel",https://finance.yahoo.com/m/8b1cf4ab-a7e0-3b47-b90e-d092bfe905b5/u.s.-tightens-curbs-on-ai.html,The Wall Street Journal,https://s.yimg.com/uu/api/res/1.2/7oIK99lwhEjAttyXOkLZbA--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/wsj.com/e94d0dfc18289b0a7ab45be24f0c0f07,NVDA,"NVDA, INTC"
34,S&P 500 Gains and Losses Today: Chipmaker Shares Drop Amid Tightening Export Rules,https://finance.yahoo.com/m/64dda596-e7ac-3ea0-bdf4-dcabecb731ca/s%26p-500-gains-and-losses.html,Investopedia,https://s.yimg.com/uu/api/res/1.2/mo2srg_pqvW26BNIXwv8eQ--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/investopedia.com/b6a43180ecb4b3b2aafcb709c78ce76f,NVDA,"JNJ, MRNA, NVDA, VFC"
35,Stock Market Closes Mixed But Small Caps Rally; Nvidia Falls 4.7%,https://finance.yahoo.com/m/37be4c05-53e3-3667-b33f-4e6aaa680b17/stock-market-closes-mixed-but.html,Investor's Business Daily,https://s.yimg.com/uu/api/res/1.2/cA2_i2Wo7qeDTm_KtHc9Hg--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/ibd.com/fd2b1a3725b6c3ace2c4b9758819a7ca,NVDA,"NVDA, ^DJI, ^GSPC, LMT, VMW, WH"
36,Stock Market Today: Spiking Treasury Yields Keep Pressure on Stocks,https://finance.yahoo.com/news/stock-market-today-spiking-treasury-201215830.html,Kiplinger,https://s.yimg.com/uu/api/res/1.2/L0iZa1us10mEQuMq7mLjpQ--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/kiplinger.com/03403702afbf2d80d9144553e9f3c14b,NVDA,"NVDA, VFC"
37,Microsoft in talks to sign on Amazon as customer in $1 billion cloud tools deal - Insider,https://finance.yahoo.com/news/microsoft-sign-amazon-customer-1-204726169.html,Reuters,https://s.yimg.com/uu/api/res/1.2/zfJLMp6.gg_sGIL.wxSJyA--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/reuters-finance.com/c95b3d6de125d1a83d40d09bbe0b84fb,MSFT,MSFT
38,Microsoft to sign on Amazon as customer in $1 bln cloud tools deal - Insider,https://finance.yahoo.com/news/microsoft-sign-amazon-customer-1-204113154.html,Reuters,,MSFT,MSFT
39,Report: Here's how much Microsoft employees make according to a leak,https://finance.yahoo.com/m/2bbc485b-adad-3e0e-922e-c31b1cc1121a/report%3A-here%27s-how-much.html,TheStreet.com,https://s.yimg.com/uu/api/res/1.2/FkB.2.fd2kCthc.xQqxkDQ--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/thestreet.com/d4aa0ccc74dfea4b7cef53b4b01d2980,MSFT,MSFT
40,How To Set Up A Put Ratio Spread On MSFT Stock,https://finance.yahoo.com/m/2158d629-2994-3d84-9935-7ec80b753a74/how-to-set-up-a-put-ratio.html,Investor's Business Daily,https://s.yimg.com/uu/api/res/1.2/jybDA6x0EOFvaUnD0xEaFg--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/ibd.com/8469f11073b63c8ab319b817ba819a50,MSFT,MSFT
41,Dow Jones Tech Titan Microsoft Eyes New Buy Point; Nvidia Stock Breaks Key Level On AI Chip Ban,https://finance.yahoo.com/m/85924503-03ca-3ae8-8606-610212cd0c9a/dow-jones-tech-titan.html,Investor's Business Daily,https://s.yimg.com/uu/api/res/1.2/dbg9raWMXTC7yb9p8sYacw--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/ibd.com/ae28548f45e894989c1de3e797b2a8a3,MSFT,"NVDA, MSFT, PCAR, FICO, ^DJI"
42,AMD to Report Fiscal Third Quarter 2023 Financial Results,https://finance.yahoo.com/news/amd-report-fiscal-third-quarter-201500208.html,GlobeNewswire,https://s.yimg.com/uu/api/res/1.2/iGZOZKeTKHXG28xzF53cUw--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/globenewswire.com/701ad71f57aa227c300d55d9cf75787e,AMD,AMD
43,Biden admin. expands curbs on shipments of AI chips to China,https://finance.yahoo.com/video/biden-admin-expands-curbs-shipments-200727576.html,Yahoo Finance Video,https://s.yimg.com/uu/api/res/1.2/rhQLZJYj1sLS7.2IfsQT.g--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://s.yimg.com/os/creatr-uploaded-images/2023-10/6b95b3c0-6d23-11ee-b2d9-54cc8011e798,AMD,"INTC, NVDA, AMD"
44,Nvidia’s AI Backlog Will Spare Pain From China Bans—For Now,https://finance.yahoo.com/m/cf7e3aa9-5a51-33fb-b6d5-6e2dfe9c1ea5/nvidia%E2%80%99s-ai-backlog-will.html,The Wall Street Journal,https://s.yimg.com/uu/api/res/1.2/zIJaagDuCJitt1Cvcwyc7A--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/wsj.com/7b2c285183be07ca3c4e8242b25a59a8,AMD,"AVGO, NVDA, INTC, AMD"
45,"Nvidia, Chip Stocks Drop After U.S. Curbs Exports",https://finance.yahoo.com/m/01fbd201-9be5-350b-8d80-daff539577cc/nvidia%2C-chip-stocks-drop.html,The Wall Street Journal,https://s.yimg.com/uu/api/res/1.2/GERO.PJmFNVFgeGfomTl.g--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/wsj.com/e626eaff6c0c28bcc80255ef007e208e,AMD,"AMD, INTC, NVDA, AVGO"
46,Advanced Micro Devices (AMD): A Modestly Undervalued Gem in the Semiconductor Industry?,https://finance.yahoo.com/news/advanced-micro-devices-amd-modestly-153827629.html,GuruFocus.com,https://s.yimg.com/uu/api/res/1.2/tlw59YlHDQ4rrHF7EOcOUA--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/us.finance.gurufocus/1797779e6f29323cc63d814175f8386d,AMD,AMD
47,"Why Nvidia, AMD, Intel, and Other Semiconductor Stocks Are Down After New AI Regulation Announcement",https://finance.yahoo.com/m/bb3528be-5c1d-3b32-942d-21c0f141cea5/why-nvidia%2C-amd%2C-intel%2C-and.html,Motley Fool,https://s.yimg.com/uu/api/res/1.2/r2ClObrbQoWWAd3UP6.mWA--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/motleyfool.com/9353b811a218e5e6d63d38a0cae88169,AMD,"NVDA, AMD"
